warning_uid,warning_id,pair_id,rank,semantic_target_type,type,symbol,oracle_blind_rank,oracle_blind_score,ranker_source,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label_source
d13252e78abf38e29c0f29c98d6b26a8e36b6aac25eb528ab826e38e111fd223,W-000007,latest-p017-v6.17-to-v6.18,196,AllocationFreeDrift,SignatureDrift,atomic64_add_negative_release,1438,-14.15,"c_signature,no_graph",BENIGN_DRIFT,"C-side drift is supported for atomic64_add_negative_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
cd28b411bb7f9c171c19271fb83eabf01ea95f77baae8a3089d22cfe267458af,W-000051,latest-p017-v6.17-to-v6.18,197,AllocationFreeDrift,SignatureDrift,atomic64_fetch_or_release,1464,-14.15,"c_signature,no_graph,random",BENIGN_DRIFT,"C-side drift is supported for atomic64_fetch_or_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
ccac1e8f0c9d64f6f8cc6aeb7fad9733ea8731a1ceb3e1afcb4ce2d554f0003e,W-000103,latest-p017-v6.17-to-v6.18,198,AllocationFreeDrift,SignatureDrift,atomic_cmpxchg_release,1465,-14.15,c_signature,BENIGN_DRIFT,"C-side drift is supported for atomic_cmpxchg_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
a9258d35ac73ebd8518074366ff99ac0ebc2ab2f1f84b04d849736976dd4ac60,W-000005,latest-p013-v6.13-to-v6.14,199,AllocationFreeDrift,SignatureDrift,pci_alloc_irq_vectors,1590,-14.15,"no_ranking,random",TRUE_BUILD_BREAKAGE,Explicit build-breakage oracle evidence is present for pci_alloc_irq_vectors; this outranks wrapper/semantic labels.,TRUE_BUILD_BREAKAGE,Build-breakage oracle is present for this warning.,TRUE_BUILD_BREAKAGE,Build-breakage oracle is present; adjudicated TRUE_BUILD_BREAKAGE per v3 policy.,binddrift_review_m3_stable
9f03fab34e6f2ea2db53979fc5d8f6010b2fba2efaeed2a9e004fc1e12c5b283,W-000086,latest-p017-v6.17-to-v6.18,200,AllocationFreeDrift,SignatureDrift,atomic64_xchg_release,1638,-14.15,random,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for atomic64_xchg_release with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
96dcbe2a8aa2f32d4349085dab34fc053035fc93d8c110661415b600d2b937c5,W-000171,latest-p017-v6.17-to-v6.18,201,AllocationFreeDrift,SignatureDrift,atomic_xchg_release,1663,-14.15,random,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for atomic_xchg_release with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
92d796a7c8c10d15a506a317280a47dc6513f1446582aa3b3cd2b11f30fe12cc,W-000011,latest-p017-v6.17-to-v6.18,202,AllocationFreeDrift,SignatureDrift,atomic64_add_return_release,1686,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_add_return_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
7fc314dd5dfef5c795d31470811da06e88c48b190614eda98d29f06709966297,W-000140,latest-p017-v6.17-to-v6.18,203,AllocationFreeDrift,SignatureDrift,atomic_fetch_sub_release,1788,-14.15,random,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for atomic_fetch_sub_release with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
69ded9832070040f4cb3a6db0cd6514c1753326f81f64ba1b0873497da7cc623,W-000043,latest-p017-v6.17-to-v6.18,204,AllocationFreeDrift,SignatureDrift,atomic64_fetch_dec_release,1881,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_fetch_dec_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
58a2f879ba2a9a9395136355912047aabcb863f788d23b123a1c05069310ec9b,W-000047,latest-p017-v6.17-to-v6.18,205,AllocationFreeDrift,SignatureDrift,atomic64_fetch_inc_release,1940,-14.15,"no_graph,random",BENIGN_DRIFT,"C-side drift is supported for atomic64_fetch_inc_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
57fe203afc5b04aff5090defa21ff54c01fed190b028930928a162d16279b15d,W-000132,latest-p017-v6.17-to-v6.18,206,AllocationFreeDrift,SignatureDrift,atomic_fetch_inc_release,1943,-14.15,random,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for atomic_fetch_inc_release with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
55d4d72e4902aef06509086cb04434e09b3f6303157d47ededa03eb1279e2651,W-000030,latest-p017-v6.17-to-v6.18,207,AllocationFreeDrift,SignatureDrift,atomic64_fetch_add_release,1953,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_fetch_add_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
46f886253d9cc94c071c77cc7d5a5dbe4b7d873acdc40bdaf6d531cd08d6adf0,W-000055,latest-p017-v6.17-to-v6.18,208,AllocationFreeDrift,SignatureDrift,atomic64_fetch_sub_release,2022,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_fetch_sub_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
2b27861e0c32d2af1f6211b14fd9d89efc3feef208e0511d0c19f81ccc378290,W-000025,latest-p017-v6.17-to-v6.18,209,AllocationFreeDrift,SignatureDrift,atomic64_dec_return_release,2140,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_dec_return_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
1f3f565cf0ad13c5cab206bcf63625af90aa75af8259d532c5780b54ff36c72e,W-000039,latest-p017-v6.17-to-v6.18,210,AllocationFreeDrift,SignatureDrift,atomic64_fetch_andnot_release,2196,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_fetch_andnot_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
1efbcc5087286137b88290b4f3ec373594dd38274d64dc734b5022aaae3cd14a,W-000018,latest-p017-v6.17-to-v6.18,211,AllocationFreeDrift,SignatureDrift,atomic64_cmpxchg_release,2198,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_cmpxchg_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
1ac05ab129e01bebfb732cd85cb6f07410b0264da27607261fbee75d19124cbc,W-000035,latest-p017-v6.17-to-v6.18,212,AllocationFreeDrift,SignatureDrift,atomic64_fetch_and_release,2216,-14.15,no_graph,BENIGN_DRIFT,"C-side drift is supported for atomic64_fetch_and_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
14b95ac588efedd6ff7b1908567fa5b36a28af6c41c4499c691e4e71d26f6ae3,F-000183,latest-p003-v6.3-to-v6.4,213,AllocationFreeDrift,SignatureDrift,show_freezable_workqueues,2244,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for show_freezable_workqueues with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0f54a0db2fd32109861a2972eda1954a92432bcdf3f790d3edd824342d76074f,W-000072,latest-p017-v6.17-to-v6.18,214,AllocationFreeDrift,SignatureDrift,atomic64_set_release,2267,-14.15,random,BENIGN_DRIFT,"C-side drift is supported for atomic64_set_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
0e57de6ae0621ab5379fab138e1447a5a2f4f5ba1696e4d6ff6a80dc3bc4936a,F-000046,latest-p009-v6.9-to-v6.10,215,AllocationFreeDrift,SignatureDrift,alloc_pages_noprof,2272,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for alloc_pages_noprof with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0d975da6254a47070c810c6eef355dea3d485e35bec4fc13a4cc5133295d34f6,W-000144,latest-p017-v6.17-to-v6.18,216,AllocationFreeDrift,SignatureDrift,atomic_fetch_xor_release,2275,-14.15,,BENIGN_DRIFT,"C-side drift is supported for atomic_fetch_xor_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
0b79a533431401b13b8a18181133ccb5269b84566392fcf704f0a6d5498bc479,W-000128,latest-p017-v6.17-to-v6.18,217,AllocationFreeDrift,SignatureDrift,atomic_fetch_dec_release,2280,-14.15,,BENIGN_DRIFT,"C-side drift is supported for atomic_fetch_dec_release, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
0a665e55074fb05611133c3651d398ada9d3c215eef6af1e85776df1c3f4de5f,F-000011,latest-p011-v6.11-to-v6.12,218,AllocationFreeDrift,SignatureDrift,alloc_node_data,2283,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for alloc_node_data with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
07ce7e5d2d825d3f1ef3ffda6148eb56b9c5fd282d2ae2e8046a5592be75a11b,W-000009,latest-p013-v6.13-to-v6.14,219,AllocationFreeDrift,SignatureDrift,pci_free_irq_vectors,2292,-14.15,"no_ranking,random",BENIGN_DRIFT,"C-side drift is supported for pci_free_irq_vectors, but Rust exposure/contract impact is absent or too weak.",BENIGN_DRIFT,Direct C/behavior evidence and broad-family evidence match benign-drift fallback.,BENIGN_DRIFT,Reviewers agree on BENIGN_DRIFT; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
05fa58dafa69f37842841bfad6a84d7d1e6cfff7d804eb5a7266272d37558fc3,F-000053,latest-p009-v6.9-to-v6.10,220,AllocationFreeDrift,SignatureDrift,bpf_wq_cancel_and_free,2297,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for bpf_wq_cancel_and_free with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
05d68a1686fd5baa371c65167db24503c5b0ae472593403a61535967bcb2d810,F-000244,latest-p010-v6.10-to-v6.11,221,AllocationFreeDrift,SignatureDrift,firmware_request_builtin,2298,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for firmware_request_builtin with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
05d10ed547d2916ec5a7be7babfe71565b99c5469edf9051871b8ef5da2b3b1f,F-000133,latest-p019-v6.19-to-v7.0,222,AllocationFreeDrift,SignatureDrift,iommu_device_release_dma_owner,2299,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for iommu_device_release_dma_owner with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
040a0078de648cac46992199748b95754e39bb34d446f21cf353ae5a77a8a717,F-000406,latest-p013-v6.13-to-v6.14,223,AllocationFreeDrift,SignatureDrift,pci_request_irq,2306,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for pci_request_irq with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
03f4f5a54e24e5016b8459bd4a0cb2063a79b9b09de6225a0bb0fa0d58f8925a,F-000450,latest-p006-v6.6-to-v6.7,224,AllocationFreeDrift,SignatureDrift,groups_free,2308,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for groups_free with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
03d58948f0fadfddfa16174bf2821d53070822de579717d74bbac95d969d2f28,F-000090,latest-p010-v6.10-to-v6.11,225,AllocationFreeDrift,SignatureDrift,blk_abort_request,2309,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for blk_abort_request with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
03879bd66620818b99222316a1262ce204d447782cd9efcebfe0e77a92419214,F-000836,latest-p016-v6.16-to-v6.17,226,AllocationFreeDrift,SignatureDrift,try_to_free_pages,2312,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for try_to_free_pages with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
036b3cee41f0f82f2d12b11c9e4db8a57c44aa0f01be2372efda60766d2b685b,F-000036,latest-p019-v6.19-to-v7.0,227,AllocationFreeDrift,SignatureDrift,atomic_i16_set_release,2313,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for atomic_i16_set_release with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
02a38a46d36a80be02dc4d52cc0071e08989e02fe87893afaad043a53bd56fc7,F-000247,latest-p018-v6.18-to-v6.19,228,AllocationFreeDrift,SignatureDrift,gpiochip_generic_request,2316,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for gpiochip_generic_request with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
025fb79e0bad5c42c85e2e58e3d64ff05e6179394ab77ecd4bd327baf24fd1db,F-000869,latest-p006-v6.6-to-v6.7,229,AllocationFreeDrift,SignatureDrift,sigqueue_free,2318,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for sigqueue_free with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0255b6ef550b97b11629ef356fd0a9dd7ec22e510fd45e52c3fd085f61c38e46,F-000169,latest-p015-v6.15-to-v6.16,230,AllocationFreeDrift,SignatureDrift,dev_pm_qos_remove_request,2319,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for dev_pm_qos_remove_request with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0202020d87b93f9cae28b7f44e6a3a3286000359ee0019c1a1bbff57ec15b3e5,F-001837,latest-p007-v6.7-to-v6.8,231,AllocationFreeDrift,SignatureDrift,vmemmap_alloc_block_buf,2320,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for vmemmap_alloc_block_buf with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
01eb9c54537f295c950209476f4a75911dd2aa45f86114a8f031ab9233f798d2,F-000174,latest-p007-v6.7-to-v6.8,232,AllocationFreeDrift,SignatureDrift,alloc_sched_domains,2322,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for alloc_sched_domains with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
01b7876ea1610e2d8ce64a288689e0fe4ce73af428cff7fde08a22f49ada6bde,F-000387,latest-p018-v6.18-to-v6.19,233,AllocationFreeDrift,SignatureDrift,irq_domain_alloc_descs,2323,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for irq_domain_alloc_descs with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
00ffc81eef74d1f92407073634f56f3ec8be7a3c2ff588d105b0237d81611c7c,F-001269,latest-p007-v6.7-to-v6.8,234,AllocationFreeDrift,SignatureDrift,release_pages,2326,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for release_pages with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0077c44a26ddb6d15c5d35d265d68f735be4b172d8d35e819f0bb47380a1640d,F-000390,latest-p006-v6.6-to-v6.7,235,AllocationFreeDrift,SignatureDrift,free_task,2327,-14.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for free_task with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
091e53bce00c057d5281e7c3b7ded9d028716fa96a56df645d28b01369d1e15d,F-000110,latest-p014-v6.14-to-v6.15,236,AllocationFreeDrift,SignatureDrift,new_inode_pseudo,6391,-21.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for new_inode_pseudo with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
05360569d7a6643a1078d69eeb00fb9b6fd35a797ff90074704d938c2ad028f8,F-000057,latest-p014-v6.14-to-v6.15,237,AllocationFreeDrift,SignatureDrift,devm_phy_package_join,6454,-21.15,,FALSE_POSITIVE,"Only generated/binding evidence is present for devm_phy_package_join, with no direct C source/behavior evidence or actionable Rust exposure.",FALSE_POSITIVE,No positive calibration or oracle rule matched.,FALSE_POSITIVE,Reviewers agree on FALSE_POSITIVE; packet evidence does not plainly contradict the agreed label.,binddrift_review_m3_stable
101c01413fe86607afa45e33a5007ef07301e0453b3cafa5ef8db1333c163bbf,F-000171,latest-p011-v6.11-to-v6.12,238,AllocationFreeDrift,MacroConstDrift,I_FREEING,6536,-25.65,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for I_FREEING with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
0013c8491cfb3bed91aa4f3fbb16c97e1366c7fa0cdf04416b4109dc5ab02353,F-000401,latest-p007-v6.7-to-v6.8,239,AllocationFreeDrift,SignatureDrift,devm_ioremap_resource_wc,13380,-26.15,,FALSE_POSITIVE,Warning is generated/binding-only or unsupported for devm_ioremap_resource_wc with no non-generated C proof and no reachable Rust impact.,FALSE_POSITIVE,Unsupported generated binding target rule matched.,FALSE_POSITIVE,Unsupported generated binding target calibration is present; adjudicated FALSE_POSITIVE per v3 policy.,binddrift_review_m3_stable
fdf35228daa7f6d2be335ea3f5601fbe036059b0549f5a223674e7059f5d5ea9,,latest-p008-v6.8-to-v6.9,240,AllocationFreeDrift,SignatureDrift,__refcount_sub_and_test,120,22.85,,,,,,,,manual_review.csv
13b89c36d23f9a50ec5173d30d90d736e3f828d7bf9695eb0d5262d384624fc0,W-000012,latest-p018-v6.18-to-v6.19,241,SleepabilityContextDrift,MacroConstDrift,VM_LOCKONFAULT,4,47.3,"binddrift_current,binddrift_oracle_blind,no_graph,no_impact_gate,random",TRUE_SEMANTIC_DRIFT,Real C-side MacroConstDrift plus reachable Rust wrapper/API/safety evidence supports plausible stale Rust contract impact for VM_LOCKONFAULT.,TRUE_SEMANTIC_DRIFT,Calibration marks a semantic candidate without oracle evidence.,TRUE_SEMANTIC_DRIFT,Semantic-candidate calibration is present without wrapper/build oracle; adjudicated TRUE_SEMANTIC_DRIFT per v3 policy.,binddrift_review_m3_stable
e51f428dfdc64b9b37d47e53eaa5a8f2c689753cfe2e244b05edc251d61d0287,W-000025,latest-p018-v6.18-to-v6.19,242,SleepabilityContextDrift,MacroConstDrift,VM_SYNC,11,35.3,"binddrift_current,binddrift_oracle_blind,no_graph,no_impact_gate,rust_use",TRUE_SEMANTIC_DRIFT,Real C-side MacroConstDrift plus reachable Rust wrapper/API/safety evidence supports plausible stale Rust contract impact for VM_SYNC.,TRUE_SEMANTIC_DRIFT,Calibration marks a semantic candidate without oracle evidence.,TRUE_SEMANTIC_DRIFT,Semantic-candidate calibration is present without wrapper/build oracle; adjudicated TRUE_SEMANTIC_DRIFT per v3 policy.,binddrift_review_m3_stable
5f36808b3fd93ccd3233e83aa0a5658afb4c5738b49340115aea4eee101847a5,W-000011,latest-p018-v6.18-to-v6.19,243,SleepabilityContextDrift,MacroConstDrift,VM_IO,22,35.3,"binddrift_current,binddrift_oracle_blind,no_graph,no_impact_gate,random",TRUE_SEMANTIC_DRIFT,Real C-side MacroConstDrift plus reachable Rust wrapper/API/safety evidence supports plausible stale Rust contract impact for VM_IO.,TRUE_SEMANTIC_DRIFT,Calibration marks a semantic candidate without oracle evidence.,TRUE_SEMANTIC_DRIFT,Semantic-candidate calibration is present without wrapper/build oracle; adjudicated TRUE_SEMANTIC_DRIFT per v3 policy.,binddrift_review_m3_stable
37c7124990ee6fd8c1242195441fe424faa29a05db00b457a097f5b011da3c4a,W-000018,latest-p018-v6.18-to-v6.19,244,SleepabilityContextDrift,MacroConstDrift,VM_MIXEDMAP,25,35.3,"binddrift_current,binddrift_oracle_blind,no_graph,no_impact_gate",TRUE_SEMANTIC_DRIFT,Real C-side MacroConstDrift plus reachable Rust wrapper/API/safety evidence supports plausible stale Rust contract impact for VM_MIXEDMAP.,TRUE_SEMANTIC_DRIFT,Calibration marks a semantic candidate without oracle evidence.,TRUE_SEMANTIC_DRIFT,Semantic-candidate calibration is present without wrapper/build oracle; adjudicated TRUE_SEMANTIC_DRIFT per v3 policy.,binddrift_review_m3_stable
2ad0ff7b5b2f7fb9f115285c251e6c2d5b33a9ab614a109cc249ca3e619ff6fe,W-000004,latest-p018-v6.18-to-v6.19,245,SleepabilityContextDrift,MacroConstDrift,VM_ARCH_1,26,35.3,"binddrift_current,binddrift_oracle_blind,no_graph,no_impact_gate,random",TRUE_SEMANTIC_DRIFT,Real C-side MacroConstDrift plus reachable Rust wrapper/API/safety evidence supports plausible stale Rust contract impact for VM_ARCH_1.,TRUE_SEMANTIC_DRIFT,Calibration marks a semantic candidate without oracle evidence.,TRUE_SEMANTIC_DRIFT,Semantic-candidate calibration is present without wrapper/build oracle; adjudicated TRUE_SEMANTIC_DRIFT per v3 policy.,binddrift_review_m3_stable
090dbc02e5a6d2502726518b3130cc21a6eea25a3cce8f8ea0f51fce4ed295e5,W-000021,latest-p018-v6.18-to-v6.19,246,SleepabilityContextDrift,MacroConstDrift,VM_PFNMAP,31,35.3,"binddrift_current,binddrift_oracle_blind,no_graph,no_impact_gate,random",TRUE_SEMANTIC_DRIFT,Real C-side MacroConstDrift plus reachable Rust wrapper/API/safety evidence supports plausible stale Rust contract impact for VM_PFNMAP.,TRUE_SEMANTIC_DRIFT,Calibration marks a semantic candidate without oracle evidence.,TRUE_SEMANTIC_DRIFT,Semantic-candidate calibration is present without wrapper/build oracle; adjudicated TRUE_SEMANTIC_DRIFT per v3 policy.,binddrift_review_m3_stable
