sample_id,extractor_name,version,audit_pair_id,file,line,symbol,extracted_fact,raw_context,control_label,control_category,reviewer1_label,reviewer1_provenance,reviewer2_label,reviewer2_provenance,adjudicated_label,adjudication_provenance,error_category,notes
c_functions-1281,c_functions,v6.1,latest-p001-v6.1-to-v6.2,.binddrift/worktrees/v6.1/include/linux/slab.h,463,kfree_bulk,"{""c_symbol"": ""kfree_bulk"", ""definition_file"": "".binddrift/worktrees/v6.1/include/linux/slab.h"", ""header_file"": "".binddrift/worktrees/v6.1/include/linux/slab.h"", ""line"": 463, ""params"": ""[\""size_t size\"", \""void **p\""]"", ""return_type"": ""static __always_inline void"", ""version_id"": ""v6.1""}","[""size_t size"", ""void **p""]",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_safe_api_exposures-072,rust_safe_api_exposures,v6.11,latest-p011-v6.11-to-v6.12,.binddrift/worktrees/v6.11/rust/kernel/time.rs,38,Ktime::from_raw,"{""api_name"": ""Ktime::from_raw"", ""line"": 38, ""params"": ""\""inner: bindings::ktime_t\"""", ""receiver_type"": ""Ktime"", ""return_type"": ""Self"", ""rust_file"": "".binddrift/worktrees/v6.11/rust/kernel/time.rs"", ""uses_bindings"": ""[\""ktime_t\""]"", ""version_id"": ""v6.11"", ""visibility"": ""pub""}","""inner: bindings::ktime_t""",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_safe_api_exposures-028,rust_safe_api_exposures,v6.12,latest-p012-v6.12-to-v6.13,.binddrift/worktrees/v6.12/rust/kernel/list.rs,463,"List<T, ID>::push_all_back","{""api_name"": ""List<T, ID>::push_all_back"", ""line"": 463, ""params"": ""\""&mut self, other: &mut List<T, ID>\"""", ""receiver_type"": ""List<T, ID>"", ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v6.12/rust/kernel/list.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.12"", ""visibility"": ""pub""}","""&mut self, other: &mut List<T, ID>""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-025,rust_safe_api_exposures,v6.13,latest-p013-v6.13-to-v6.14,.binddrift/worktrees/v6.13/rust/kernel/block/mq/tag_set.rs,74,TagSet<T>::raw_tag_set,"{""api_name"": ""TagSet<T>::raw_tag_set"", ""line"": 74, ""params"": ""\""&self\"""", ""receiver_type"": ""TagSet<T>"", ""return_type"": ""*mut bindings::blk_mq_tag_set"", ""rust_file"": "".binddrift/worktrees/v6.13/rust/kernel/block/mq/tag_set.rs"", ""uses_bindings"": ""[\""blk_mq_tag_set\""]"", ""version_id"": ""v6.13"", ""visibility"": ""pub(crate)""}","""&self""",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_safe_api_exposures-053,rust_safe_api_exposures,v6.14,latest-p014-v6.14-to-v6.15,.binddrift/worktrees/v6.14/rust/kernel/alloc/kvec.rs,743,"IntoIter<T, A>::collect","{""api_name"": ""IntoIter<T, A>::collect"", ""line"": 743, ""params"": ""\""self, flags: Flags\"""", ""receiver_type"": ""IntoIter<T, A>"", ""return_type"": ""Vec<T, A>"", ""rust_file"": "".binddrift/worktrees/v6.14/rust/kernel/alloc/kvec.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.14"", ""visibility"": ""pub""}","""self, flags: Flags""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-029,rust_safe_api_exposures,v6.15,latest-p015-v6.15-to-v6.16,.binddrift/worktrees/v6.15/rust/kernel/uaccess.rs,315,UserSliceWriter::is_empty,"{""api_name"": ""UserSliceWriter::is_empty"", ""line"": 315, ""params"": ""\""&self\"""", ""receiver_type"": ""UserSliceWriter"", ""return_type"": ""bool"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/uaccess.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.15"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-012,rust_safe_api_exposures,v6.16,latest-p016-v6.16-to-v6.17,.binddrift/worktrees/v6.16/rust/kernel/alloc/kvec.rs,536,"Vec<T, A>::from_raw_parts","{""api_name"": ""Vec<T, A>::from_raw_parts"", ""line"": 536, ""params"": ""\""ptr: *mut T, length: usize, capacity: usize\"""", ""receiver_type"": ""Vec<T, A>"", ""return_type"": ""Self"", ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/alloc/kvec.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.16"", ""visibility"": ""pub""}","""ptr: *mut T, length: usize, capacity: usize""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-007,rust_safe_api_exposures,v6.17,latest-p017-v6.17-to-v6.18,.binddrift/worktrees/v6.17/rust/kernel/list/arc.rs,391,"ListArc<T, ID>::as_arc","{""api_name"": ""ListArc<T, ID>::as_arc"", ""line"": 391, ""params"": ""\""&self\"""", ""receiver_type"": ""ListArc<T, ID>"", ""return_type"": ""&Arc<T>"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/list/arc.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-017,rust_safe_api_exposures,v6.18,latest-p018-v6.18-to-v6.19,.binddrift/worktrees/v6.18/rust/kernel/list/arc.rs,391,"ListArc<T, ID>::as_arc","{""api_name"": ""ListArc<T, ID>::as_arc"", ""line"": 391, ""params"": ""\""&self\"""", ""receiver_type"": ""ListArc<T, ID>"", ""return_type"": ""&Arc<T>"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/list/arc.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.18"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-021,rust_safe_api_exposures,v6.19,latest-p019-v6.19-to-v7.0,.binddrift/worktrees/v6.19/rust/kernel/dma.rs,572,CoherentAllocation<T>::item_from_index,"{""api_name"": ""CoherentAllocation<T>::item_from_index"", ""line"": 572, ""params"": ""\""&self, offset: usize\"""", ""receiver_type"": ""CoherentAllocation<T>"", ""return_type"": ""Result<*mut T>"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/dma.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""&self, offset: usize""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-005,rust_safe_api_exposures,v7.0,latest-p020-v7.0-to-HEAD_9207d47f966b,.binddrift/worktrees/v7.0/rust/kernel/pci/io.rs,195,Bar<SIZE>::new,"{""api_name"": ""Bar<SIZE>::new"", ""line"": 195, ""params"": ""\""pdev: &Device, num: u32, name: &CStr\"""", ""receiver_type"": ""Bar<SIZE>"", ""return_type"": ""Result<Self>"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/pci/io.rs"", ""uses_bindings"": ""[\""pci_iomap\"", \""pci_release_region\"", \""pci_request_region\""]"", ""version_id"": ""v7.0"", ""visibility"": ""pub(super)""}","""pdev: &Device, num: u32, name: &CStr""",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_safe_api_exposures-3193,rust_safe_api_exposures,v6.1,latest-p001-v6.1-to-v6.2,.binddrift/worktrees/v6.1/rust/kernel/str.rs,43,RawFormatter::pos,"{""api_name"": ""RawFormatter::pos"", ""line"": 43, ""params"": ""\""&self\"""", ""receiver_type"": ""RawFormatter"", ""return_type"": ""*mut u8"", ""rust_file"": "".binddrift/worktrees/v6.1/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.1"", ""visibility"": ""pub(crate)""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-2660,rust_safe_api_exposures,v6.2,latest-p002-v6.2-to-v6.3,.binddrift/worktrees/v6.2/rust/kernel/str.rs,444,RawFormatter::bytes_written,"{""api_name"": ""RawFormatter::bytes_written"", ""line"": 444, ""params"": ""\""&self\"""", ""receiver_type"": ""RawFormatter"", ""return_type"": ""usize"", ""rust_file"": "".binddrift/worktrees/v6.2/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.2"", ""visibility"": ""pub(crate)""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-899,rust_safe_api_exposures,v6.3,latest-p003-v6.3-to-v6.4,.binddrift/worktrees/v6.3/rust/kernel/sync/arc.rs,188,Arc<T>::as_arc_borrow,"{""api_name"": ""Arc<T>::as_arc_borrow"", ""line"": 188, ""params"": ""\""&self\"""", ""receiver_type"": ""Arc<T>"", ""return_type"": ""ArcBorrow<'_, T>"", ""rust_file"": "".binddrift/worktrees/v6.3/rust/kernel/sync/arc.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.3"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-225,rust_safe_api_exposures,v6.4,latest-p004-v6.4-to-v6.5,.binddrift/worktrees/v6.4/rust/kernel/types.rs,248,Opaque<T>::ffi_init,"{""api_name"": ""Opaque<T>::ffi_init"", ""line"": 248, ""params"": ""\""init_func: impl FnOnce(*mut T\"""", ""receiver_type"": ""Opaque<T>"", ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v6.4/rust/kernel/types.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.4"", ""visibility"": ""pub""}","""init_func: impl FnOnce(*mut T""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-343,rust_safe_api_exposures,v6.5,latest-p005-v6.5-to-v6.6,.binddrift/worktrees/v6.5/rust/kernel/print.rs,126,call_printk_cont,"{""api_name"": ""call_printk_cont"", ""line"": 126, ""params"": ""\""args: fmt::Arguments<'_>\"""", ""receiver_type"": null, ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v6.5/rust/kernel/print.rs"", ""uses_bindings"": ""[\""_printk\""]"", ""version_id"": ""v6.5"", ""visibility"": ""pub""}","""args: fmt::Arguments<'_>""",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_safe_api_exposures-283,rust_safe_api_exposures,v6.6,latest-p006-v6.6-to-v6.7,.binddrift/worktrees/v6.6/rust/kernel/str.rs,178,CStr::to_str,"{""api_name"": ""CStr::to_str"", ""line"": 178, ""params"": ""\""&self\"""", ""receiver_type"": ""CStr"", ""return_type"": ""Result<&str, core::str::Utf8Error>"", ""rust_file"": "".binddrift/worktrees/v6.6/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.6"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-564,rust_safe_api_exposures,v6.7,latest-p007-v6.7-to-v6.8,.binddrift/worktrees/v6.7/rust/kernel/str.rs,419,RawFormatter::from_ptrs,"{""api_name"": ""RawFormatter::from_ptrs"", ""line"": 419, ""params"": ""\""pos: *mut u8, end: *mut u8\"""", ""receiver_type"": ""RawFormatter"", ""return_type"": ""Self"", ""rust_file"": "".binddrift/worktrees/v6.7/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.7"", ""visibility"": ""pub(crate)""}","""pos: *mut u8, end: *mut u8""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-293,rust_safe_api_exposures,v6.8,latest-p008-v6.8-to-v6.9,.binddrift/worktrees/v6.8/rust/kernel/str.rs,448,RawFormatter::pos,"{""api_name"": ""RawFormatter::pos"", ""line"": 448, ""params"": ""\""&self\"""", ""receiver_type"": ""RawFormatter"", ""return_type"": ""*mut u8"", ""rust_file"": "".binddrift/worktrees/v6.8/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.8"", ""visibility"": ""pub(crate)""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-246,rust_safe_api_exposures,v6.9,latest-p009-v6.9-to-v6.10,.binddrift/worktrees/v6.9/rust/kernel/types.rs,188,"ScopeGuard<T, F>::dismiss","{""api_name"": ""ScopeGuard<T, F>::dismiss"", ""line"": 188, ""params"": ""\""mut self\"""", ""receiver_type"": ""ScopeGuard<T, F>"", ""return_type"": ""T"", ""rust_file"": "".binddrift/worktrees/v6.9/rust/kernel/types.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.9"", ""visibility"": ""pub""}","""mut self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-087,rust_safe_api_exposures,v6.10,latest-p010-v6.10-to-v6.11,.binddrift/worktrees/v6.10/rust/kernel/task.rs,133,Task::group_leader,"{""api_name"": ""Task::group_leader"", ""line"": 133, ""params"": ""\""&self\"""", ""receiver_type"": ""Task"", ""return_type"": ""&Task"", ""rust_file"": "".binddrift/worktrees/v6.10/rust/kernel/task.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.10"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-130,rust_safe_api_exposures,v6.11,latest-p011-v6.11-to-v6.12,.binddrift/worktrees/v6.11/rust/kernel/net/phy.rs,158,Device::set_speed,"{""api_name"": ""Device::set_speed"", ""line"": 158, ""params"": ""\""&mut self, speed: u32\"""", ""receiver_type"": ""Device"", ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v6.11/rust/kernel/net/phy.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.11"", ""visibility"": ""pub""}","""&mut self, speed: u32""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-066,rust_safe_api_exposures,v6.12,latest-p012-v6.12-to-v6.13,.binddrift/worktrees/v6.12/rust/kernel/page.rs,165,Page::read_raw,"{""api_name"": ""Page::read_raw"", ""line"": 165, ""params"": ""\""&self, dst: *mut u8, offset: usize, len: usize\"""", ""receiver_type"": ""Page"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.12/rust/kernel/page.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.12"", ""visibility"": ""pub""}","""&self, dst: *mut u8, offset: usize, len: usize""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-038,rust_safe_api_exposures,v6.13,latest-p013-v6.13-to-v6.14,.binddrift/worktrees/v6.13/rust/kernel/alloc/kvec.rs,182,"Vec<T, A>::len","{""api_name"": ""Vec<T, A>::len"", ""line"": 182, ""params"": ""\""&self\"""", ""receiver_type"": ""Vec<T, A>"", ""return_type"": ""usize"", ""rust_file"": "".binddrift/worktrees/v6.13/rust/kernel/alloc/kvec.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.13"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-059,rust_safe_api_exposures,v6.14,latest-p014-v6.14-to-v6.15,.binddrift/worktrees/v6.14/rust/kernel/types.rs,330,Opaque<T>::pin_init,"{""api_name"": ""Opaque<T>::pin_init"", ""line"": 330, ""params"": ""\""slot: impl PinInit<T>\"""", ""receiver_type"": ""Opaque<T>"", ""return_type"": ""impl PinInit<Self>"", ""rust_file"": "".binddrift/worktrees/v6.14/rust/kernel/types.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.14"", ""visibility"": ""pub""}","""slot: impl PinInit<T>""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-035,rust_safe_api_exposures,v6.15,latest-p015-v6.15-to-v6.16,.binddrift/worktrees/v6.15/rust/kernel/list/arc_field.rs,37,"ListArcField<T, ID>::get_mut","{""api_name"": ""ListArcField<T, ID>::get_mut"", ""line"": 37, ""params"": ""\""&mut self\"""", ""receiver_type"": ""ListArcField<T, ID>"", ""return_type"": ""&mut T"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/list/arc_field.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.15"", ""visibility"": ""pub""}","""&mut self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-016,rust_safe_api_exposures,v6.16,latest-p016-v6.16-to-v6.17,.binddrift/worktrees/v6.16/rust/kernel/revocable.rs,97,Revocable<T>::try_access,"{""api_name"": ""Revocable<T>::try_access"", ""line"": 97, ""params"": ""\""&self\"""", ""receiver_type"": ""Revocable<T>"", ""return_type"": ""Option<RevocableGuard<'_, T>>"", ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/revocable.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.16"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-020,rust_safe_api_exposures,v6.17,latest-p017-v6.17-to-v6.18,.binddrift/worktrees/v6.17/rust/kernel/io/resource.rs,134,Resource::start,"{""api_name"": ""Resource::start"", ""line"": 134, ""params"": ""\""&self\"""", ""receiver_type"": ""Resource"", ""return_type"": ""ResourceSize"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/io/resource.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""&self""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
rust_safe_api_exposures-019,rust_safe_api_exposures,v6.18,latest-p018-v6.18-to-v6.19,.binddrift/worktrees/v6.18/rust/kernel/task.rs,381,Kuid::into_raw,"{""api_name"": ""Kuid::into_raw"", ""line"": 381, ""params"": ""\""self\"""", ""receiver_type"": ""Kuid"", ""return_type"": ""bindings::kuid_t"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/task.rs"", ""uses_bindings"": ""[\""kuid_t\""]"", ""version_id"": ""v6.18"", ""visibility"": ""pub""}","""self""",,,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,reviewed strict extractor fact against stored context; no extractor error found
rust_safe_api_exposures-036,rust_safe_api_exposures,v6.19,latest-p019-v6.19-to-v7.0,.binddrift/worktrees/v6.19/rust/kernel/sync/arc.rs,229,Arc<T>::new,"{""api_name"": ""Arc<T>::new"", ""line"": 229, ""params"": ""\""contents: T, flags: Flags\"""", ""receiver_type"": ""Arc<T>"", ""return_type"": ""Result<Self, AllocError>"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/sync/arc.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""contents: T, flags: Flags""",NEGATIVE_CONTROL,SAFE_API_WITHOUT_BINDING_EDGE,CORRECT,m7-extractor-audit-reviewer1-llm-assisted,CORRECT,m7-extractor-audit-reviewer2-llm-assisted,CORRECT,m7-extractor-audit-adjudicator-llm-assisted,,"negative-control:SAFE_API_WITHOUT_BINDING_EDGE; adjudicated extractor fact is correct, but this row documents a boundary where the parser should not be treated as completeness evidence"
