precision_id,extractor_name,source_table,version,file,line,symbol,extracted_fact,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,error_category
generated-binding-0028,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16805,allocate_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""allocate_resource"", ""c_symbol"": ""allocate_resource"", ""is_unsafe"": 1, ""line"": 16805, ""params"": ""[{\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""min\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""max\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""align\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""alignf\"", \""type\"": \""resource_alignf\""}, {\""name\"": \""alignf_data\"", \""type\"": \""*mut ffi::c_void\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""allocate_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0029,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16807,allocate_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""allocate_resource"", ""c_symbol"": ""allocate_resource"", ""is_unsafe"": 1, ""line"": 16807, ""params"": ""[{\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""min\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""max\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""align\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""alignf\"", \""type\"": \""resource_alignf\""}, {\""name\"": \""alignf_data\"", \""type\"": \""*mut ffi::c_void\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""allocate_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0030,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16817,lookup_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""lookup_resource"", ""c_symbol"": ""lookup_resource"", ""is_unsafe"": 1, ""line"": 16817, ""params"": ""[{\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""*mut resource"", ""rust_symbol"": ""lookup_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0031,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16819,lookup_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""lookup_resource"", ""c_symbol"": ""lookup_resource"", ""is_unsafe"": 1, ""line"": 16819, ""params"": ""[{\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""*mut resource"", ""rust_symbol"": ""lookup_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0032,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16820,adjust_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""adjust_resource"", ""c_symbol"": ""adjust_resource"", ""is_unsafe"": 1, ""line"": 16820, ""params"": ""[{\""name\"": \""res\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""adjust_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0033,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16822,adjust_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""adjust_resource"", ""c_symbol"": ""adjust_resource"", ""is_unsafe"": 1, ""line"": 16822, ""params"": ""[{\""name\"": \""res\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""adjust_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0034,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16827,resource_alignment,"{""_source_table"": ""binding_functions"", ""_symbol"": ""resource_alignment"", ""c_symbol"": ""resource_alignment"", ""is_unsafe"": 1, ""line"": 16827, ""params"": ""[{\""name\"": \""res\"", \""type\"": \""*mut resource\""}]"", ""return_type"": ""resource_size_t"", ""rust_symbol"": ""resource_alignment"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0035,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16829,resource_alignment,"{""_source_table"": ""binding_functions"", ""_symbol"": ""resource_alignment"", ""c_symbol"": ""resource_alignment"", ""is_unsafe"": 1, ""line"": 16829, ""params"": ""[{\""name\"": \""res\"", \""type\"": \""*mut resource\""}]"", ""return_type"": ""resource_size_t"", ""rust_symbol"": ""resource_alignment"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0036,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16830,find_resource_space,"{""_source_table"": ""binding_functions"", ""_symbol"": ""find_resource_space"", ""c_symbol"": ""find_resource_space"", ""is_unsafe"": 1, ""line"": 16830, ""params"": ""[{\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""constraint\"", \""type\"": \""*mut resource_constraint\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""find_resource_space"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0037,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16832,find_resource_space,"{""_source_table"": ""binding_functions"", ""_symbol"": ""find_resource_space"", ""c_symbol"": ""find_resource_space"", ""is_unsafe"": 1, ""line"": 16832, ""params"": ""[{\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""constraint\"", \""type\"": \""*mut resource_constraint\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""find_resource_space"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0038,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16838,__request_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__request_region"", ""c_symbol"": ""__request_region"", ""is_unsafe"": 1, ""line"": 16838, ""params"": ""[{\""name\"": \""arg1\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""n\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""name\"", \""type\"": \""*const ffi::c_char\""}, {\""name\"": \""flags\"", \""type\"": \""ffi::c_int\""}]"", ""return_type"": ""*mut resource"", ""rust_symbol"": ""__request_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0039,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16840,__request_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__request_region"", ""c_symbol"": ""__request_region"", ""is_unsafe"": 1, ""line"": 16840, ""params"": ""[{\""name\"": \""arg1\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""n\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""name\"", \""type\"": \""*const ffi::c_char\""}, {\""name\"": \""flags\"", \""type\"": \""ffi::c_int\""}]"", ""return_type"": ""*mut resource"", ""rust_symbol"": ""__request_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0040,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16847,__release_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__release_region"", ""c_symbol"": ""__release_region"", ""is_unsafe"": 1, ""line"": 16847, ""params"": ""[{\""name\"": \""arg1\"", \""type\"": \""*mut resource\""}, {\""name\"": \""arg2\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""arg3\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""()"", ""rust_symbol"": ""__release_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0041,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16849,__release_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__release_region"", ""c_symbol"": ""__release_region"", ""is_unsafe"": 1, ""line"": 16849, ""params"": ""[{\""name\"": \""arg1\"", \""type\"": \""*mut resource\""}, {\""name\"": \""arg2\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""arg3\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""()"", ""rust_symbol"": ""__release_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0042,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16850,devm_request_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""devm_request_resource"", ""c_symbol"": ""devm_request_resource"", ""is_unsafe"": 1, ""line"": 16850, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""devm_request_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0043,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16852,devm_request_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""devm_request_resource"", ""c_symbol"": ""devm_request_resource"", ""is_unsafe"": 1, ""line"": 16852, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""root\"", \""type\"": \""*mut resource\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""devm_request_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0044,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16857,devm_release_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""devm_release_resource"", ""c_symbol"": ""devm_release_resource"", ""is_unsafe"": 1, ""line"": 16857, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}]"", ""return_type"": ""()"", ""rust_symbol"": ""devm_release_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0045,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16859,devm_release_resource,"{""_source_table"": ""binding_functions"", ""_symbol"": ""devm_release_resource"", ""c_symbol"": ""devm_release_resource"", ""is_unsafe"": 1, ""line"": 16859, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""new\"", \""type\"": \""*mut resource\""}]"", ""return_type"": ""()"", ""rust_symbol"": ""devm_release_resource"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0046,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16860,__devm_request_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__devm_request_region"", ""c_symbol"": ""__devm_request_region"", ""is_unsafe"": 1, ""line"": 16860, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""parent\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""n\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""name\"", \""type\"": \""*const ffi::c_char\""}]"", ""return_type"": ""*mut resource"", ""rust_symbol"": ""__devm_request_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0047,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16862,__devm_request_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__devm_request_region"", ""c_symbol"": ""__devm_request_region"", ""is_unsafe"": 1, ""line"": 16862, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""parent\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""n\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""name\"", \""type\"": \""*const ffi::c_char\""}]"", ""return_type"": ""*mut resource"", ""rust_symbol"": ""__devm_request_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0048,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16869,__devm_release_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__devm_release_region"", ""c_symbol"": ""__devm_release_region"", ""is_unsafe"": 1, ""line"": 16869, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""parent\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""n\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""()"", ""rust_symbol"": ""__devm_release_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0049,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16871,__devm_release_region,"{""_source_table"": ""binding_functions"", ""_symbol"": ""__devm_release_region"", ""c_symbol"": ""__devm_release_region"", ""is_unsafe"": 1, ""line"": 16871, ""params"": ""[{\""name\"": \""dev\"", \""type\"": \""*mut device\""}, {\""name\"": \""parent\"", \""type\"": \""*mut resource\""}, {\""name\"": \""start\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""n\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""()"", ""rust_symbol"": ""__devm_release_region"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0050,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16877,iomem_map_sanity_check,"{""_source_table"": ""binding_functions"", ""_symbol"": ""iomem_map_sanity_check"", ""c_symbol"": ""iomem_map_sanity_check"", ""is_unsafe"": 1, ""line"": 16877, ""params"": ""[{\""name\"": \""addr\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""size\"", \""type\"": \""ffi::c_ulong\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""iomem_map_sanity_check"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0051,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16879,iomem_map_sanity_check,"{""_source_table"": ""binding_functions"", ""_symbol"": ""iomem_map_sanity_check"", ""c_symbol"": ""iomem_map_sanity_check"", ""is_unsafe"": 1, ""line"": 16879, ""params"": ""[{\""name\"": \""addr\"", \""type\"": \""resource_size_t\""}, {\""name\"": \""size\"", \""type\"": \""ffi::c_ulong\""}]"", ""return_type"": ""ffi::c_int"", ""rust_symbol"": ""iomem_map_sanity_check"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0052,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16880,iomem_is_exclusive,"{""_source_table"": ""binding_functions"", ""_symbol"": ""iomem_is_exclusive"", ""c_symbol"": ""iomem_is_exclusive"", ""is_unsafe"": 1, ""line"": 16880, ""params"": ""[{\""name\"": \""addr\"", \""type\"": \""u64_\""}]"", ""return_type"": ""bool_"", ""rust_symbol"": ""iomem_is_exclusive"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0053,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16882,iomem_is_exclusive,"{""_source_table"": ""binding_functions"", ""_symbol"": ""iomem_is_exclusive"", ""c_symbol"": ""iomem_is_exclusive"", ""is_unsafe"": 1, ""line"": 16882, ""params"": ""[{\""name\"": \""addr\"", \""type\"": \""u64_\""}]"", ""return_type"": ""bool_"", ""rust_symbol"": ""iomem_is_exclusive"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0054,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16883,resource_is_exclusive,"{""_source_table"": ""binding_functions"", ""_symbol"": ""resource_is_exclusive"", ""c_symbol"": ""resource_is_exclusive"", ""is_unsafe"": 1, ""line"": 16883, ""params"": ""[{\""name\"": \""resource\"", \""type\"": \""*mut resource\""}, {\""name\"": \""addr\"", \""type\"": \""u64_\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""bool_"", ""rust_symbol"": ""resource_is_exclusive"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
generated-binding-0055,generated_binding_facts,generated_bindings,HEAD_6d35786de281,.binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs,16885,resource_is_exclusive,"{""_source_table"": ""binding_functions"", ""_symbol"": ""resource_is_exclusive"", ""c_symbol"": ""resource_is_exclusive"", ""is_unsafe"": 1, ""line"": 16885, ""params"": ""[{\""name\"": \""resource\"", \""type\"": \""*mut resource\""}, {\""name\"": \""addr\"", \""type\"": \""u64_\""}, {\""name\"": \""size\"", \""type\"": \""resource_size_t\""}]"", ""return_type"": ""bool_"", ""rust_symbol"": ""resource_is_exclusive"", ""source_file"": "".binddrift/build/HEAD_6d35786de281/rust/bindings/bindings_generated.rs"", ""version_id"": ""HEAD_6d35786de281""}",CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,independent precision review of extracted fact source context; rank/score/ranker blinded,CORRECT,adjudicated precision sample from extractor output; separate from recall gold labels,
